timestamp;value
0-4-59-148000;40 
0-4-59-150000;45 
0-4-59-152000;15 
0-4-59-154000;41 
0-4-59-156000;51 
0-4-59-158000;40 
0-4-59-160000;28 
0-4-59-162000;44 
0-4-59-165000;23 
0-4-59-166000;39 
0-4-59-168000;33 
0-4-59-170000;30 
0-4-59-172000;13 
0-4-59-174000;41 
0-4-59-176000;46 
0-4-59-178000;35 
0-4-59-180000;27 
0-4-59-182000;16 
0-4-59-184000;14 
0-4-59-186000;35 
0-4-59-188000;25 
0-4-59-190000;16 
0-4-59-192000;38 
0-4-59-194000;48 
0-4-59-196000;44 
0-4-59-199000;31 
0-4-59-201000;21 
0-4-59-203000;8 
0-4-59-205000;39 
0-4-59-207000;34 
0-4-59-208000;44 
0-4-59-210000;0 
0-4-59-212000;19 
0-4-59-214000;43 
0-4-59-216000;55 
0-4-59-218000;32 
0-4-59-220000;46 
0-4-59-222000;35 
0-4-59-224000;19 
0-4-59-226000;33 
0-4-59-228000;8 
0-4-59-230000;28 
0-4-59-232000;46 
0-4-59-235000;15 
0-4-59-237000;40 
0-4-59-239000;26 
0-4-59-241000;21 
0-4-59-243000;31 
0-4-59-245000;29 
0-4-59-247000;58 
0-4-59-249000;25 
0-4-59-250000;40 
0-4-59-252000;27 
0-4-59-254000;44 
0-4-59-256000;37 
0-4-59-258000;50 
0-4-59-260000;42 
0-4-59-262000;43 
0-4-59-264000;17 
0-4-59-266000;14 
0-4-59-269000;28 
0-4-59-271000;38 
0-4-59-273000;46 
0-4-59-275000;30 
0-4-59-277000;25 
0-4-59-279000;25 
0-4-59-281000;43 
0-4-59-283000;40 
0-4-59-285000;29 
0-4-59-287000;35 
0-4-59-289000;39 
0-4-59-291000;30 
0-4-59-292000;23 
0-4-59-294000;11 
0-4-59-296000;24 
0-4-59-298000;23 
0-4-59-300000;37 
0-4-59-303000;9 
0-4-59-305000;24 
0-4-59-307000;34 
0-4-59-309000;29 
0-4-59-311000;47 
0-4-59-313000;44 
0-4-59-315000;48 
0-4-59-325000;31 
0-4-59-327000;41 
0-4-59-329000;21 
0-4-59-331000;31 
0-4-59-333000;48 
0-4-59-334000;47 
0-4-59-337000;52 
0-4-59-339000;20 
0-4-59-341000;27 
0-4-59-343000;34 
0-4-59-345000;33 
0-4-59-347000;31 
0-4-59-349000;7 
0-4-59-351000;20 
0-4-59-353000;23 
0-4-59-355000;13 
0-4-59-357000;35 
0-4-59-359000;32 
0-4-59-361000;39 
0-4-59-363000;36 
0-4-59-365000;23 
0-4-59-367000;13 
0-4-59-369000;19 
0-4-59-372000;26 
0-4-59-374000;40 
0-4-59-375000;32 
0-4-59-377000;34 
0-4-59-379000;17 
0-4-59-381000;32 
0-4-59-383000;32 
0-4-59-385000;24 
0-4-59-387000;-9 
0-4-59-389000;10 
0-4-59-391000;29 
0-4-59-393000;6 
0-4-59-395000;19 
0-4-59-397000;11 
0-4-59-399000;8 
0-4-59-401000;28 
0-4-59-403000;44 
0-4-59-406000;19 
0-4-59-408000;16 
0-4-59-410000;11 
0-4-59-412000;20 
0-4-59-414000;16 
0-4-59-416000;39 
0-4-59-417000;42 
0-4-59-419000;26 
0-4-59-421000;29 
0-4-59-423000;40 
0-4-59-425000;11 
0-4-59-427000;38 
0-4-59-429000;42 
0-4-59-431000;61 
0-4-59-433000;24 
0-4-59-435000;51 
0-4-59-437000;44 
0-4-59-439000;45 
0-4-59-442000;31 
0-4-59-444000;36 
0-4-59-446000;32 
0-4-59-448000;17 
0-4-59-450000;33 
0-4-59-452000;33 
0-4-59-454000;40 
0-4-59-456000;52 
0-4-59-458000;66 
0-4-59-459000;34 
0-4-59-461000;30 
0-4-59-463000;51 
0-4-59-465000;26 
0-4-59-467000;41 
0-4-59-469000;49 
0-4-59-471000;22 
0-4-59-473000;27 
0-4-59-478000;62 
0-4-59-480000;34 
0-4-59-482000;40 
0-4-59-484000;40 
0-4-59-486000;56 
0-4-59-488000;53 
0-4-59-490000;35 
0-4-59-492000;50 
0-4-59-494000;43 
0-4-59-496000;55 
0-4-59-498000;52 
0-4-59-499000;32 
0-4-59-501000;39 
0-4-59-503000;29 
0-4-59-505000;-3 
0-4-59-507000;-23 
0-4-59-510000;-66 
0-4-59-512000;-72 
0-4-59-514000;-76 
0-4-59-516000;-75 
0-4-59-518000;-129 
0-4-59-520000;-147 
0-4-59-522000;-144 
0-4-59-524000;-130 
0-4-59-526000;-134 
0-4-59-538000;51 
0-4-59-540000;82 
0-4-59-541000;106 
0-4-59-544000;100 
0-4-59-546000;81 
0-4-59-548000;74 
0-4-59-550000;68 
0-4-59-552000;66 
0-4-59-554000;86 
0-4-59-556000;65 
0-4-59-558000;87 
0-4-59-560000;78 
0-4-59-562000;65 
0-4-59-564000;55 
0-4-59-566000;52 
0-4-59-568000;61 
0-4-59-570000;61 
0-4-59-572000;74 
0-4-59-574000;72 
0-4-59-576000;78 
0-4-59-579000;67 
0-4-59-581000;59 
0-4-59-583000;56 
0-4-59-584000;66 
0-4-59-586000;67 
0-4-59-588000;76 
0-4-59-590000;45 
0-4-59-592000;56 
0-4-59-594000;52 
0-4-59-596000;63 
0-4-59-598000;73 
0-4-59-600000;85 
0-4-59-602000;83 
0-4-59-604000;49 
0-4-59-606000;38 
0-4-59-608000;49 
0-4-59-610000;44 
0-4-59-613000;66 
0-4-59-615000;70 
0-4-59-617000;57 
0-4-59-619000;49 
0-4-59-621000;32 
0-4-59-623000;41 
0-4-59-624000;46 
0-4-59-626000;57 
0-4-59-628000;43 
0-4-59-630000;44 
0-4-59-632000;46 
0-4-59-634000;39 
0-4-59-636000;40 
0-4-59-638000;35 
0-4-59-640000;30 
0-4-59-642000;46 
0-4-59-644000;47 
0-4-59-646000;56 
0-4-59-649000;29 
0-4-59-651000;35 
0-4-59-653000;23 
0-4-59-655000;42 
0-4-59-657000;15 
0-4-59-659000;34 
0-4-59-661000;35 
0-4-59-663000;39 
0-4-59-665000;52 
0-4-59-666000;29 
0-4-59-668000;37 
0-4-59-670000;28 
0-4-59-672000;50 
0-4-59-674000;32 
0-4-59-676000;31 
0-4-59-678000;20 
0-4-59-680000;23 
0-4-59-683000;11 
0-4-59-685000;28 
0-4-59-687000;-5 
0-4-59-689000;12 
0-4-59-691000;25 
0-4-59-693000;33 
0-4-59-695000;16 
0-4-59-697000;29 
0-4-59-699000;27 
0-4-59-701000;46 
0-4-59-703000;28 
0-4-59-705000;28 
0-4-59-707000;19 
0-4-59-708000;23 
0-4-59-710000;35 
0-4-59-712000;25 
0-4-59-714000;27 
0-4-59-717000;34 
0-4-59-719000;34 
0-4-59-721000;18 
0-4-59-723000;19 
0-4-59-725000;9 
0-4-59-727000;-1 
0-4-59-729000;16 
0-4-59-731000;26 
0-4-59-733000;4 
0-4-59-735000;27 
0-4-59-737000;24 
0-4-59-749000;9 
0-4-59-751000;25 
0-4-59-753000;35 
0-4-59-755000;36 
0-4-59-757000;49 
0-4-59-759000;36 
0-4-59-761000;47 
0-4-59-763000;44 
0-4-59-765000;55 
0-4-59-767000;31 
0-4-59-769000;22 
0-4-59-771000;6 
0-4-59-773000;31 
0-4-59-775000;46 
0-4-59-777000;57 
0-4-59-779000;24 
0-4-59-781000;49 
0-4-59-783000;51 
0-4-59-786000;51 
0-4-59-788000;14 
0-4-59-790000;31 
0-4-59-791000;22 
0-4-59-793000;35 
0-4-59-795000;65 
0-4-59-797000;46 
0-4-59-799000;42 
0-4-59-801000;30 
0-4-59-803000;23 
0-4-59-805000;15 
0-4-59-807000;25 
0-4-59-809000;33 
0-4-59-811000;36 
0-4-59-813000;42 
0-4-59-815000;69 
0-4-59-817000;33 
0-4-59-819000;25 
0-4-59-822000;24 
0-4-59-824000;40 
0-4-59-826000;13 
0-4-59-828000;29 
0-4-59-830000;29 
0-4-59-832000;56 
0-4-59-833000;46 
0-4-59-835000;38 
0-4-59-837000;34 
0-4-59-839000;28 
0-4-59-841000;40 
0-4-59-843000;14 
0-4-59-845000;17 
0-4-59-847000;16 
0-4-59-849000;47 
0-4-59-851000;31 
0-4-59-853000;27 
0-4-59-856000;46 
0-4-59-858000;38 
0-4-59-860000;47 
0-4-59-862000;56 
0-4-59-864000;25 
0-4-59-866000;31 
0-4-59-868000;26 
0-4-59-870000;36 
0-4-59-872000;5 
0-4-59-874000;30 
0-4-59-875000;35 
0-4-59-877000;29 
0-4-59-879000;29 
0-4-59-881000;-1 
0-4-59-883000;19 
0-4-59-885000;21 
0-4-59-887000;17 
0-4-59-890000;14 
0-4-59-892000;20 
0-4-59-894000;36 
0-4-59-896000;50 
0-4-59-898000;44 
0-4-59-900000;54 
0-4-59-904000;47 
0-4-59-906000;45 
0-4-59-908000;25 
0-4-59-910000;24 
0-4-59-912000;38 
0-4-59-914000;37 
0-4-59-916000;60 
0-4-59-917000;25 
0-4-59-919000;32 
0-4-59-921000;7 
0-4-59-924000;39 
0-4-59-926000;35 
0-4-59-928000;14 
0-4-59-930000;20 
0-4-59-932000;28 
0-4-59-934000;43 
0-4-59-936000;35 
0-4-59-938000;42 
0-4-59-940000;38 
0-4-59-942000;41 
0-4-59-944000;36 
0-4-59-946000;42 
0-4-59-948000;26 
0-4-59-950000;44 
0-4-59-960000;34 
0-4-59-962000;42 
0-4-59-964000;44 
0-4-59-966000;35 
0-4-59-968000;36 
0-4-59-970000;40 
0-4-59-972000;36 
0-4-59-974000;30 
0-4-59-976000;35 
0-4-59-978000;29 
0-4-59-980000;45 
0-4-59-982000;19 
0-4-59-984000;31 
0-4-59-986000;42 
0-4-59-988000;39 
0-4-59-990000;37 
0-4-59-993000;46 
0-4-59-995000;19 
0-4-59-997000;32 
0-4-59-999000;23 
0-5-0-000000;43 
0-5-0-002000;16 
0-5-0-004000;31 
0-5-0-006000;37 
0-5-0-008000;41 
0-5-0-010000;38 
0-5-0-012000;53 
0-5-0-014000;36 
0-5-0-016000;25 
0-5-0-018000;42 
0-5-0-020000;40 
0-5-0-022000;44 
0-5-0-024000;28 
0-5-0-026000;41 
0-5-0-029000;14 
0-5-0-031000;34 
0-5-0-033000;51 
0-5-0-035000;25 
0-5-0-037000;40 
0-5-0-039000;34 
0-5-0-041000;1 
0-5-0-042000;32 
0-5-0-044000;30 
0-5-0-046000;28 
0-5-0-048000;8 
0-5-0-050000;28 
0-5-0-052000;22 
0-5-0-054000;9 
0-5-0-056000;33 
0-5-0-058000;58 
0-5-0-060000;25 
0-5-0-063000;17 
0-5-0-065000;26 
0-5-0-067000;51 
0-5-0-069000;37 
0-5-0-071000;30 
0-5-0-073000;60 
0-5-0-075000;51 
0-5-0-077000;41 
0-5-0-079000;37 
0-5-0-081000;46 
0-5-0-083000;47 
0-5-0-084000;50 
0-5-0-086000;30 
0-5-0-088000;42 
0-5-0-090000;35 
0-5-0-092000;39 
0-5-0-094000;40 
0-5-0-097000;54 
0-5-0-099000;36 
0-5-0-101000;44 
0-5-0-103000;64 
0-5-0-105000;40 
0-5-0-107000;38 
0-5-0-109000;24 
0-5-0-111000;53 
0-5-0-113000;44 
0-5-0-115000;51 
0-5-0-117000;33 
0-5-0-119000;34 
0-5-0-121000;45 
0-5-0-123000;59 
0-5-0-124000;10 
0-5-0-126000;28 
0-5-0-128000;46 
0-5-0-131000;63 
0-5-0-133000;23 
0-5-0-135000;34 
0-5-0-137000;60 
0-5-0-139000;71 
0-5-0-141000;48 
0-5-0-143000;20 
0-5-0-145000;39 
0-5-0-147000;49 
0-5-0-149000;49 
0-5-0-151000;6 
0-5-0-153000;0 
0-5-0-155000;0 
0-5-0-157000;-8 
0-5-0-159000;-56 
0-5-0-171000;-117 
0-5-0-173000;-119 
0-5-0-175000;-90 
0-5-0-177000;-54 
0-5-0-179000;-69 
0-5-0-181000;-25 
0-5-0-183000;33 
0-5-0-185000;40 
0-5-0-187000;65 
0-5-0-189000;74 
0-5-0-191000;92 
0-5-0-193000;102 
0-5-0-195000;109 
0-5-0-197000;78 
0-5-0-200000;97 
0-5-0-202000;84 
0-5-0-204000;78 
0-5-0-206000;84 
0-5-0-208000;60 
0-5-0-209000;50 
0-5-0-211000;76 
0-5-0-213000;74 
0-5-0-215000;82 
0-5-0-217000;59 
0-5-0-219000;85 
0-5-0-221000;73 
0-5-0-223000;71 
0-5-0-225000;58 
0-5-0-227000;62 
0-5-0-229000;73 
0-5-0-231000;73 
0-5-0-233000;72 
0-5-0-236000;66 
0-5-0-238000;77 
0-5-0-240000;69 
0-5-0-242000;67 
0-5-0-244000;38 
0-5-0-246000;52 
0-5-0-248000;60 
0-5-0-249000;40 
0-5-0-251000;50 
0-5-0-253000;80 
0-5-0-255000;59 
0-5-0-257000;42 
0-5-0-259000;56 
0-5-0-261000;77 
0-5-0-263000;45 
0-5-0-265000;42 
0-5-0-267000;34 
0-5-0-270000;53 
0-5-0-272000;48 
0-5-0-274000;62 
0-5-0-276000;63 
0-5-0-278000;59 
0-5-0-280000;72 
0-5-0-282000;44 
0-5-0-284000;36 
0-5-0-286000;30 
0-5-0-288000;48 
0-5-0-290000;24 
0-5-0-291000;36 
0-5-0-293000;43 
0-5-0-295000;40 
0-5-0-297000;61 
0-5-0-299000;64 
0-5-0-301000;32 
0-5-0-304000;36 
0-5-0-306000;33 
0-5-0-308000;38 
0-5-0-310000;9 
0-5-0-312000;23 
0-5-0-314000;31 
0-5-0-316000;42 
0-5-0-318000;14 
0-5-0-320000;44 
0-5-0-322000;46 
0-5-0-324000;33 
0-5-0-328000;3 
0-5-0-330000;21 
0-5-0-332000;29 
0-5-0-333000;42 
0-5-0-335000;45 
0-5-0-338000;31 
0-5-0-340000;14 
0-5-0-342000;30 
0-5-0-344000;29 
0-5-0-346000;18 
0-5-0-348000;4 
0-5-0-350000;19 
0-5-0-352000;23 
0-5-0-354000;43 
0-5-0-356000;27 
0-5-0-358000;44 
0-5-0-360000;27 
0-5-0-362000;14 
0-5-0-364000;33 
0-5-0-366000;23 
0-5-0-368000;15 
0-5-0-370000;22 
0-5-0-373000;7 
0-5-0-382000;34 
0-5-0-384000;35 
0-5-0-386000;8 
0-5-0-388000;36 
0-5-0-390000;37 
0-5-0-392000;37 
0-5-0-394000;10 
0-5-0-396000;48 
0-5-0-398000;45 
0-5-0-400000;47 
0-5-0-402000;32 
0-5-0-404000;11 
0-5-0-407000;35 
0-5-0-409000;44 
0-5-0-411000;45 
0-5-0-413000;33 
0-5-0-415000;32 
0-5-0-416000;33 
0-5-0-418000;49 
0-5-0-420000;38 
0-5-0-422000;34 
0-5-0-424000;46 
0-5-0-426000;36 
0-5-0-428000;36 
0-5-0-430000;38 
0-5-0-432000;9 
0-5-0-434000;38 
0-5-0-436000;41 
0-5-0-438000;61 
0-5-0-440000;10 
0-5-0-443000;41 
0-5-0-445000;41 
0-5-0-447000;33 
0-5-0-449000;40 
0-5-0-451000;27 
0-5-0-453000;24 
0-5-0-455000;25 
0-5-0-457000;47 
0-5-0-458000;28 
0-5-0-460000;44 
0-5-0-462000;42 
0-5-0-464000;54 
0-5-0-466000;39 
0-5-0-468000;31 
0-5-0-470000;37 
0-5-0-472000;25 
0-5-0-474000;21 
0-5-0-477000;19 
0-5-0-479000;17 
0-5-0-481000;31 
0-5-0-483000;48 
0-5-0-485000;58 
0-5-0-487000;24 
0-5-0-489000;32 
0-5-0-491000;27 
0-5-0-493000;19 
0-5-0-495000;41 
0-5-0-497000;35 
0-5-0-499000;43 
0-5-0-500000;46 
0-5-0-502000;36 
0-5-0-504000;17 
0-5-0-506000;29 
0-5-0-508000;41 
0-5-0-511000;42 
0-5-0-513000;22 
0-5-0-515000;40 
0-5-0-517000;41 
0-5-0-519000;49 
0-5-0-521000;24 
0-5-0-523000;42 
0-5-0-525000;26 
0-5-0-527000;27 
0-5-0-529000;25 
0-5-0-531000;53 
0-5-0-533000;36 
0-5-0-535000;22 
0-5-0-537000;46 
0-5-0-539000;41 
0-5-0-541000;42 
0-5-0-542000;32 
0-5-0-545000;34 
0-5-0-547000;34 
0-5-0-549000;27 
0-5-0-551000;32 
0-5-0-553000;48 
0-5-0-555000;38 
0-5-0-557000;35 
0-5-0-559000;47 
0-5-0-561000;48 
0-5-0-563000;2 
0-5-0-565000;36 
0-5-0-567000;21 
0-5-0-569000;40 
0-5-0-571000;33 
0-5-0-573000;19 
0-5-0-575000;42 
0-5-0-577000;40 
0-5-0-580000;33 
0-5-0-582000;51 
0-5-0-593000;29 
0-5-0-595000;60 
0-5-0-597000;34 
0-5-0-599000;24 
0-5-0-601000;54 
0-5-0-603000;50 
0-5-0-605000;31 
0-5-0-607000;34 
0-5-0-609000;15 
0-5-0-611000;38 
0-5-0-613000;42 
0-5-0-616000;47 
0-5-0-618000;9 
0-5-0-620000;35 
0-5-0-622000;46 
0-5-0-624000;34 
0-5-0-625000;40 
0-5-0-627000;35 
0-5-0-629000;37 
0-5-0-631000;41 
0-5-0-633000;47 
0-5-0-635000;18 
0-5-0-637000;43 
0-5-0-639000;37 
0-5-0-641000;41 
0-5-0-643000;16 
0-5-0-645000;36 
0-5-0-647000;30 
0-5-0-650000;29 
0-5-0-652000;23 
0-5-0-654000;52 
0-5-0-656000;27 
0-5-0-658000;21 
0-5-0-660000;22 
0-5-0-662000;34 
0-5-0-664000;35 
0-5-0-666000;33 
0-5-0-667000;13 
0-5-0-669000;11 
0-5-0-671000;46 
0-5-0-673000;42 
0-5-0-675000;41 
0-5-0-677000;19 
0-5-0-679000;33 
0-5-0-681000;38 
0-5-0-684000;22 
0-5-0-686000;12 
0-5-0-688000;8 
0-5-0-690000;24 
0-5-0-692000;43 
0-5-0-694000;5 
0-5-0-696000;12 
0-5-0-698000;13 
0-5-0-700000;29 
0-5-0-702000;13 
0-5-0-704000;21 
0-5-0-706000;11 
0-5-0-708000;14 
0-5-0-709000;25 
0-5-0-711000;22 
0-5-0-713000;16 
0-5-0-715000;23 
0-5-0-718000;61 
0-5-0-720000;33 
0-5-0-722000;19 
0-5-0-724000;28 
0-5-0-726000;64 
0-5-0-728000;23 
0-5-0-730000;42 
0-5-0-732000;23 
0-5-0-734000;27 
0-5-0-736000;44 
0-5-0-738000;61 
0-5-0-740000;22 
0-5-0-742000;28 
0-5-0-744000;26 
0-5-0-746000;39 
0-5-0-748000;32 
0-5-0-752000;54 
0-5-0-754000;45 
0-5-0-756000;63 
0-5-0-758000;41 
0-5-0-760000;25 
0-5-0-762000;27 
0-5-0-764000;41 
0-5-0-766000;31 
0-5-0-768000;43 
0-5-0-770000;44 
0-5-0-772000;55 
0-5-0-774000;51 
0-5-0-776000;46 
0-5-0-778000;23 
0-5-0-780000;27 
0-5-0-782000;26 
0-5-0-784000;47 
0-5-0-787000;51 
0-5-0-789000;38 
0-5-0-791000;35 
0-5-0-792000;52 
0-5-0-794000;24 
0-5-0-806000;10 
0-5-0-808000;-13 
0-5-0-810000;-24 
0-5-0-812000;-46 
0-5-0-814000;-54 
0-5-0-816000;-88 
0-5-0-818000;-102 
0-5-0-820000;-119 
0-5-0-823000;-101 
0-5-0-825000;-145 
0-5-0-827000;-144 
0-5-0-829000;-122 
0-5-0-831000;-88 
0-5-0-833000;-78 
0-5-0-834000;-49 
0-5-0-836000;-17 
0-5-0-838000;39 
0-5-0-840000;67 
0-5-0-842000;78 
0-5-0-844000;79 
0-5-0-846000;81 
0-5-0-848000;88 
0-5-0-850000;61 
0-5-0-852000;77 
0-5-0-854000;84 
0-5-0-857000;86 
0-5-0-859000;51 
0-5-0-861000;65 
0-5-0-863000;72 
0-5-0-865000;52 
0-5-0-867000;63 
0-5-0-869000;71 
0-5-0-871000;43 
0-5-0-873000;67 
0-5-0-874000;78 
0-5-0-876000;82 
0-5-0-878000;42 
0-5-0-880000;49 
0-5-0-882000;67 
0-5-0-884000;62 
0-5-0-886000;50 
0-5-0-888000;54 
0-5-0-891000;54 
0-5-0-893000;40 
0-5-0-895000;73 
0-5-0-897000;59 
0-5-0-899000;54 
0-5-0-901000;39 
0-5-0-903000;64 
0-5-0-905000;66 
0-5-0-907000;43 
0-5-0-909000;33 
0-5-0-911000;39 
0-5-0-913000;40 
0-5-0-915000;61 
0-5-0-916000;35 
0-5-0-918000;56 
0-5-0-920000;54 
0-5-0-922000;60 
0-5-0-925000;29 
0-5-0-927000;41 
0-5-0-929000;33 
0-5-0-931000;25 
0-5-0-933000;44 
0-5-0-935000;40 
0-5-0-937000;39 
0-5-0-939000;55 
0-5-0-941000;50 
0-5-0-943000;41 
0-5-0-945000;37 
0-5-0-947000;44 
0-5-0-949000;48 
0-5-0-951000;41 
0-5-0-953000;57 
0-5-0-955000;26 
0-5-0-957000;48 
0-5-0-959000;42 
0-5-0-961000;54 
0-5-0-963000;13 
0-5-0-965000;27 
0-5-0-967000;18 
0-5-0-969000;34 
0-5-0-971000;44 
0-5-0-973000;45 
0-5-0-975000;29 
0-5-0-977000;26 
0-5-0-979000;35 
0-5-0-981000;14 
0-5-0-983000;12 
0-5-0-985000;17 
0-5-0-987000;25 
0-5-0-989000;27 
0-5-0-991000;8 
0-5-0-994000;18 
0-5-0-996000;15 
0-5-0-998000;17 
0-5-0-999000;42 
0-5-1-001000;18 
0-5-1-003000;25 
0-5-1-005000;24 
0-5-1-017000;32 
0-5-1-019000;29 
0-5-1-021000;46 
0-5-1-023000;18 
0-5-1-025000;34 
0-5-1-027000;10 
0-5-1-030000;17 
0-5-1-032000;20 
0-5-1-034000;27 
0-5-1-036000;8 
0-5-1-038000;22 
0-5-1-040000;33 
0-5-1-041000;25 
0-5-1-043000;29 
0-5-1-045000;37 
0-5-1-047000;8 
0-5-1-049000;34 
0-5-1-051000;39 
0-5-1-053000;53 
0-5-1-055000;23 
0-5-1-057000;47 
0-5-1-059000;30 
0-5-1-061000;22 
0-5-1-064000;37 
0-5-1-066000;21 
0-5-1-068000;18 
0-5-1-070000;20 
0-5-1-072000;50 
0-5-1-074000;20 
0-5-1-076000;29 
0-5-1-078000;27 
0-5-1-080000;36 
0-5-1-082000;26 
0-5-1-083000;42 
0-5-1-085000;22 
0-5-1-087000;13 
0-5-1-089000;30 
0-5-1-091000;29 
0-5-1-093000;19 
0-5-1-095000;42 
0-5-1-098000;38 
0-5-1-100000;43 
0-5-1-102000;24 
0-5-1-104000;18 
0-5-1-106000;16 
0-5-1-108000;18 
0-5-1-110000;29 
0-5-1-112000;18 
0-5-1-114000;21 
0-5-1-116000;26 
0-5-1-118000;46 
0-5-1-120000;21 
0-5-1-122000;36 
0-5-1-124000;44 
0-5-1-125000;26 
0-5-1-127000;29 
0-5-1-129000;50 
0-5-1-132000;22 
0-5-1-134000;39 
0-5-1-136000;41 
0-5-1-138000;59 
0-5-1-140000;27 
0-5-1-142000;40 
0-5-1-144000;36 
0-5-1-146000;43 
0-5-1-148000;42 
0-5-1-150000;52 
0-5-1-152000;45 
0-5-1-154000;50 
0-5-1-156000;64 
0-5-1-158000;40 
0-5-1-160000;42 
0-5-1-162000;41 
0-5-1-164000;48 
0-5-1-166000;16 
0-5-1-168000;19 
0-5-1-170000;56 
0-5-1-172000;29 
0-5-1-174000;30 
0-5-1-178000;19 
0-5-1-180000;33 
0-5-1-182000;26 
0-5-1-184000;34 
0-5-1-186000;27 
0-5-1-188000;29 
0-5-1-190000;29 
0-5-1-192000;31 
0-5-1-194000;48 
0-5-1-196000;18 
0-5-1-198000;30 
0-5-1-200000;23 
0-5-1-203000;38 
0-5-1-205000;17 
0-5-1-207000;11 
0-5-1-208000;29 
0-5-1-210000;47 
0-5-1-212000;39 
0-5-1-214000;51 
0-5-1-216000;36 
0-5-1-218000;35 
0-5-1-230000;50 
0-5-1-232000;44 
0-5-1-234000;41 
0-5-1-237000;49 
0-5-1-239000;52 
0-5-1-241000;58 
0-5-1-243000;30 
0-5-1-245000;28 
0-5-1-247000;30 
0-5-1-249000;45 
0-5-1-250000;36 
0-5-1-252000;30 
0-5-1-254000;31 
0-5-1-256000;26 
0-5-1-258000;25 
0-5-1-260000;39 
0-5-1-262000;9 
0-5-1-264000;16 
0-5-1-266000;23 
0-5-1-268000;30 
0-5-1-271000;24 
0-5-1-273000;27 
0-5-1-275000;29 
0-5-1-277000;35 
0-5-1-279000;30 
0-5-1-281000;26 
0-5-1-283000;30 
0-5-1-285000;28 
0-5-1-287000;35 
0-5-1-289000;27 
0-5-1-291000;39 
0-5-1-292000;44 
0-5-1-294000;53 
0-5-1-296000;56 
0-5-1-298000;48 
0-5-1-300000;26 
0-5-1-302000;18 
0-5-1-305000;19 
0-5-1-307000;38 
0-5-1-309000;7 
0-5-1-311000;8 
0-5-1-313000;24 
0-5-1-315000;47 
0-5-1-317000;20 
0-5-1-319000;40 
0-5-1-321000;32 
0-5-1-323000;20 
0-5-1-325000;28 
0-5-1-327000;13 
0-5-1-329000;21 
0-5-1-331000;26 
0-5-1-333000;46 
0-5-1-334000;35 
0-5-1-336000;43 
0-5-1-339000;34 
0-5-1-341000;37 
0-5-1-343000;17 
0-5-1-345000;6 
0-5-1-347000;2 
0-5-1-349000;17 
0-5-1-351000;28 
0-5-1-353000;39 
0-5-1-355000;34 
0-5-1-357000;31 
0-5-1-359000;37 
0-5-1-361000;42 
0-5-1-363000;19 
0-5-1-365000;27 
0-5-1-367000;30 
0-5-1-369000;28 
0-5-1-371000;44 
0-5-1-374000;27 
0-5-1-375000;33 
0-5-1-377000;37 
0-5-1-379000;43 
0-5-1-381000;31 
0-5-1-383000;30 
0-5-1-385000;25 
0-5-1-387000;22 
0-5-1-389000;31 
0-5-1-391000;56 
0-5-1-393000;37 
0-5-1-395000;54 
0-5-1-397000;45 
0-5-1-399000;33 
0-5-1-401000;26 
0-5-1-403000;19 
0-5-1-405000;24 
0-5-1-407000;34 
0-5-1-410000;23 
0-5-1-412000;29 
0-5-1-414000;27 
0-5-1-416000;26 
0-5-1-417000;40 
0-5-1-419000;27 
0-5-1-421000;46 
0-5-1-423000;47 
0-5-1-425000;41 
0-5-1-427000;15 
0-5-1-429000;24 
0-5-1-439000;26 
0-5-1-441000;29 
0-5-1-444000;35 
0-5-1-446000;43 
0-5-1-448000;16 
0-5-1-450000;29 
0-5-1-452000;31 
0-5-1-454000;44 
0-5-1-456000;37 
0-5-1-458000;48 
0-5-1-459000;38 
0-5-1-461000;36 
0-5-1-463000;28 
0-5-1-465000;-15 
0-5-1-467000;-17 
0-5-1-469000;-45 
0-5-1-471000;-44 
0-5-1-473000;-68 
0-5-1-475000;-99 
0-5-1-478000;-119 
0-5-1-480000;-112 
0-5-1-482000;-114 
0-5-1-484000;-114 
0-5-1-486000;-136 
0-5-1-488000;-108 
0-5-1-490000;-84 
0-5-1-492000;-43 
0-5-1-494000;-32 
0-5-1-496000;32 
0-5-1-498000;54 
0-5-1-499000;73 
0-5-1-501000;100 
0-5-1-503000;74 
0-5-1-505000;62 
0-5-1-507000;82 
0-5-1-509000;90 
0-5-1-512000;62 
0-5-1-514000;71 
0-5-1-516000;72 
0-5-1-518000;71 
0-5-1-520000;65 
0-5-1-522000;83 
0-5-1-524000;54 
0-5-1-526000;67 
0-5-1-528000;69 
0-5-1-530000;80 
0-5-1-532000;59 
0-5-1-534000;73 
0-5-1-536000;63 
0-5-1-538000;62 
0-5-1-540000;39 
0-5-1-541000;44 
0-5-1-543000;49 
0-5-1-546000;59 
0-5-1-548000;72 
0-5-1-550000;55 
0-5-1-552000;67 
0-5-1-554000;62 
0-5-1-556000;73 
0-5-1-558000;45 
0-5-1-560000;49 
0-5-1-562000;52 
0-5-1-564000;44 
0-5-1-566000;53 
0-5-1-568000;62 
0-5-1-570000;35 
0-5-1-572000;52 
0-5-1-574000;54 
0-5-1-576000;62 
0-5-1-578000;41 
0-5-1-581000;55 
0-5-1-583000;48 
0-5-1-584000;48 
0-5-1-586000;58 
0-5-1-588000;41 
0-5-1-590000;44 
0-5-1-592000;51 
