timestamp;value
0-1-9-735000;-16 
0-1-9-737000;46 
0-1-9-739000;76 
0-1-9-741000;149 
0-1-9-743000;131 
0-1-9-745000;96 
0-1-9-756000;50 
0-1-9-758000;68 
0-1-9-760000;133 
0-1-9-762000;139 
0-1-9-765000;65 
0-1-9-767000;12 
0-1-9-769000;-56 
0-1-9-771000;-52 
0-1-9-773000;-40 
0-1-9-775000;19 
0-1-9-777000;22 
0-1-9-779000;83 
0-1-9-781000;126 
0-1-9-783000;121 
0-1-9-785000;62 
0-1-9-787000;-2 
0-1-9-789000;-20 
0-1-9-791000;-50 
0-1-9-792000;-12 
0-1-9-794000;6 
0-1-9-796000;34 
0-1-9-799000;99 
0-1-9-801000;140 
0-1-9-803000;119 
0-1-9-805000;52 
0-1-9-807000;-8 
0-1-9-809000;-39 
0-1-9-811000;-73 
0-1-9-813000;-21 
0-1-9-815000;-22 
0-1-9-817000;43 
0-1-9-819000;78 
0-1-9-821000;148 
0-1-9-823000;95 
0-1-9-825000;56 
0-1-9-827000;1 
0-1-9-829000;-19 
0-1-9-831000;-50 
0-1-9-833000;-47 
0-1-9-835000;-4 
0-1-9-837000;31 
0-1-9-839000;94 
0-1-9-841000;155 
0-1-9-843000;98 
0-1-9-845000;88 
0-1-9-849000;-17 
0-1-9-851000;-66 
0-1-9-853000;-56 
0-1-9-855000;14 
0-1-9-857000;55 
0-1-9-859000;150 
0-1-9-861000;113 
0-1-9-863000;116 
0-1-9-865000;39 
0-1-9-868000;-17 
0-1-9-870000;-49 
0-1-9-872000;-24 
0-1-9-874000;0 
0-1-9-875000;33 
0-1-9-877000;87 
0-1-9-879000;115 
0-1-9-881000;149 
0-1-9-883000;110 
0-1-9-885000;79 
0-1-9-887000;2 
0-1-9-889000;-52 
0-1-9-891000;-55 
0-1-9-893000;-41 
0-1-9-895000;19 
0-1-9-897000;48 
0-1-9-899000;130 
0-1-9-902000;138 
0-1-9-904000;134 
0-1-9-906000;82 
0-1-9-908000;17 
0-1-9-910000;-19 
0-1-9-912000;-46 
0-1-9-914000;7 
0-1-9-916000;-6 
0-1-9-917000;36 
0-1-9-919000;51 
0-1-9-921000;74 
0-1-9-923000;41 
0-1-9-925000;-19 
0-1-9-927000;-137 
0-1-9-929000;-171 
0-1-9-931000;-227 
0-1-9-933000;-186 
0-1-9-936000;-190 
0-1-9-938000;-109 
0-1-9-940000;-75 
0-1-9-942000;-44 
0-1-9-944000;-64 
0-1-9-946000;-86 
0-1-9-948000;-146 
0-1-9-950000;-137 
0-1-9-952000;-88 
0-1-9-954000;-49 
0-1-9-956000;56 
0-1-9-958000;125 
0-1-9-967000;40 
0-1-9-969000;4 
0-1-9-972000;-37 
0-1-9-974000;-15 
0-1-9-976000;51 
0-1-9-978000;91 
0-1-9-980000;177 
0-1-9-982000;148 
0-1-9-984000;154 
0-1-9-986000;88 
0-1-9-988000;21 
0-1-9-990000;21 
0-1-9-992000;-11 
0-1-9-994000;19 
0-1-9-996000;19 
0-1-9-998000;94 
0-1-9-999000;88 
0-1-10-001000;142 
0-1-10-003000;118 
0-1-10-006000;100 
0-1-10-008000;30 
0-1-10-010000;18 
0-1-10-012000;3 
0-1-10-014000;6 
0-1-10-016000;76 
0-1-10-018000;128 
0-1-10-020000;133 
0-1-10-022000;153 
0-1-10-024000;109 
0-1-10-026000;58 
0-1-10-028000;9 
0-1-10-030000;-50 
0-1-10-032000;-8 
0-1-10-034000;14 
0-1-10-036000;58 
0-1-10-038000;110 
0-1-10-041000;136 
0-1-10-042000;166 
0-1-10-044000;124 
0-1-10-046000;61 
0-1-10-048000;-12 
0-1-10-050000;-24 
0-1-10-052000;-25 
0-1-10-054000;-5 
0-1-10-056000;25 
0-1-10-058000;25 
0-1-10-060000;98 
0-1-10-062000;123 
0-1-10-064000;113 
0-1-10-066000;34 
0-1-10-068000;-13 
0-1-10-070000;-26 
0-1-10-072000;-51 
0-1-10-075000;-21 
0-1-10-077000;19 
0-1-10-079000;87 
0-1-10-081000;137 
0-1-10-083000;135 
0-1-10-084000;107 
0-1-10-086000;27 
0-1-10-088000;-27 
0-1-10-090000;-29 
0-1-10-092000;-62 
0-1-10-094000;-13 
0-1-10-096000;27 
0-1-10-098000;75 
0-1-10-100000;141 
0-1-10-102000;115 
0-1-10-104000;67 
0-1-10-106000;0 
0-1-10-109000;-48 
0-1-10-111000;-70 
0-1-10-113000;-106 
0-1-10-115000;-31 
0-1-10-117000;-1 
0-1-10-119000;70 
0-1-10-121000;155 
0-1-10-123000;123 
0-1-10-124000;105 
0-1-10-126000;21 
0-1-10-128000;-23 
0-1-10-130000;-38 
0-1-10-132000;-77 
0-1-10-134000;-28 
0-1-10-136000;1 
0-1-10-138000;41 
0-1-10-140000;105 
0-1-10-143000;78 
0-1-10-145000;82 
0-1-10-147000;12 
0-1-10-149000;4 
0-1-10-151000;-58 
0-1-10-153000;-25 
0-1-10-155000;-7 
0-1-10-157000;62 
0-1-10-159000;75 
0-1-10-161000;137 
0-1-10-163000;105 
0-1-10-165000;66 
0-1-10-166000;29 
0-1-10-179000;99 
0-1-10-181000;131 
0-1-10-183000;129 
0-1-10-185000;86 
0-1-10-187000;10 
0-1-10-189000;-45 
0-1-10-191000;-73 
0-1-10-193000;-55 
0-1-10-195000;-21 
0-1-10-197000;-1 
0-1-10-199000;90 
0-1-10-201000;127 
0-1-10-203000;129 
0-1-10-205000;98 
0-1-10-207000;-2 
0-1-10-208000;-27 
0-1-10-210000;-25 
0-1-10-213000;-30 
0-1-10-215000;7 
0-1-10-217000;46 
0-1-10-219000;99 
0-1-10-221000;167 
0-1-10-223000;107 
0-1-10-225000;70 
0-1-10-227000;31 
0-1-10-229000;-31 
0-1-10-231000;-60 
0-1-10-233000;-33 
0-1-10-235000;13 
0-1-10-237000;38 
0-1-10-239000;98 
0-1-10-241000;177 
0-1-10-243000;109 
0-1-10-245000;64 
0-1-10-248000;5 
0-1-10-249000;-69 
0-1-10-251000;-57 
0-1-10-253000;-61 
0-1-10-255000;-21 
0-1-10-257000;52 
0-1-10-259000;124 
0-1-10-261000;137 
0-1-10-263000;145 
0-1-10-265000;68 
0-1-10-267000;14 
0-1-10-269000;-32 
0-1-10-273000;-53 
0-1-10-275000;0 
0-1-10-277000;62 
0-1-10-279000;118 
0-1-10-282000;143 
0-1-10-284000;143 
0-1-10-286000;88 
0-1-10-288000;13 
0-1-10-290000;-31 
0-1-10-291000;-38 
0-1-10-293000;-35 
0-1-10-295000;13 
0-1-10-297000;86 
0-1-10-299000;112 
0-1-10-301000;140 
0-1-10-303000;131 
0-1-10-305000;98 
0-1-10-307000;9 
0-1-10-309000;-34 
0-1-10-311000;-50 
0-1-10-313000;-15 
0-1-10-316000;27 
0-1-10-318000;82 
0-1-10-320000;113 
0-1-10-322000;168 
0-1-10-324000;124 
0-1-10-326000;87 
0-1-10-328000;-3 
0-1-10-330000;-47 
0-1-10-332000;-69 
0-1-10-333000;-37 
0-1-10-335000;-3 
0-1-10-337000;37 
0-1-10-339000;122 
0-1-10-341000;149 
0-1-10-343000;110 
0-1-10-345000;44 
0-1-10-347000;-12 
0-1-10-349000;-39 
0-1-10-352000;-37 
0-1-10-354000;-16 
0-1-10-356000;30 
0-1-10-358000;60 
0-1-10-360000;136 
0-1-10-362000;161 
0-1-10-364000;134 
0-1-10-366000;49 
0-1-10-368000;-36 
0-1-10-370000;-60 
0-1-10-372000;-21 
0-1-10-374000;-25 
0-1-10-375000;15 
0-1-10-377000;101 
0-1-10-379000;161 
0-1-10-394000;-42 
0-1-10-396000;14 
0-1-10-398000;61 
0-1-10-400000;102 
0-1-10-402000;148 
0-1-10-404000;118 
0-1-10-406000;65 
0-1-10-408000;33 
0-1-10-410000;34 
0-1-10-412000;-26 
0-1-10-414000;-18 
0-1-10-416000;40 
0-1-10-417000;74 
0-1-10-420000;107 
0-1-10-422000;173 
0-1-10-424000;131 
0-1-10-426000;86 
0-1-10-428000;61 
0-1-10-430000;12 
0-1-10-432000;5 
0-1-10-434000;32 
0-1-10-436000;71 
0-1-10-438000;97 
0-1-10-440000;158 
0-1-10-442000;168 
0-1-10-444000;108 
0-1-10-446000;55 
0-1-10-448000;13 
0-1-10-450000;-11 
0-1-10-452000;7 
0-1-10-455000;40 
0-1-10-457000;91 
0-1-10-458000;88 
0-1-10-460000;157 
0-1-10-462000;173 
0-1-10-464000;124 
0-1-10-466000;62 
0-1-10-468000;-27 
0-1-10-470000;-39 
0-1-10-472000;-63 
0-1-10-474000;9 
0-1-10-476000;31 
0-1-10-478000;90 
0-1-10-480000;145 
0-1-10-482000;179 
0-1-10-484000;117 
0-1-10-486000;60 
0-1-10-489000;32 
0-1-10-491000;1 
0-1-10-493000;2 
0-1-10-495000;45 
0-1-10-497000;63 
0-1-10-499000;104 
0-1-10-500000;132 
0-1-10-502000;157 
0-1-10-504000;31 
0-1-10-506000;-42 
0-1-10-508000;-114 
0-1-10-510000;-182 
0-1-10-512000;-173 
0-1-10-514000;-156 
0-1-10-516000;-132 
0-1-10-518000;-63 
0-1-10-520000;-18 
0-1-10-523000;-19 
0-1-10-525000;-61 
0-1-10-527000;-109 
0-1-10-529000;-143 
0-1-10-531000;-149 
0-1-10-533000;-116 
0-1-10-535000;-68 
0-1-10-537000;-4 
0-1-10-539000;81 
0-1-10-541000;158 
0-1-10-542000;163 
0-1-10-544000;172 
0-1-10-546000;98 
0-1-10-548000;57 
0-1-10-550000;30 
0-1-10-552000;8 
0-1-10-554000;36 
0-1-10-556000;66 
0-1-10-559000;113 
0-1-10-561000;146 
0-1-10-563000;135 
0-1-10-565000;113 
0-1-10-567000;93 
0-1-10-569000;1 
0-1-10-571000;1 
0-1-10-573000;-24 
0-1-10-575000;16 
0-1-10-577000;52 
0-1-10-579000;109 
0-1-10-581000;131 
0-1-10-583000;164 
0-1-10-584000;114 
0-1-10-586000;79 
0-1-10-588000;4 
0-1-10-590000;-11 
0-1-10-593000;-24 
0-1-10-605000;84 
0-1-10-607000;-21 
0-1-10-609000;-48 
0-1-10-611000;-62 
0-1-10-613000;-48 
0-1-10-615000;-38 
0-1-10-617000;27 
0-1-10-619000;41 
0-1-10-621000;101 
0-1-10-623000;103 
0-1-10-624000;62 
0-1-10-627000;-29 
0-1-10-629000;-69 
0-1-10-631000;-69 
0-1-10-633000;-42 
0-1-10-635000;-58 
0-1-10-637000;-14 
0-1-10-639000;45 
0-1-10-641000;64 
0-1-10-643000;45 
0-1-10-645000;57 
0-1-10-647000;-3 
0-1-10-649000;-47 
0-1-10-651000;-66 
0-1-10-653000;-66 
0-1-10-655000;-38 
0-1-10-657000;3 
0-1-10-659000;90 
0-1-10-662000;121 
0-1-10-664000;112 
0-1-10-666000;91 
0-1-10-667000;30 
0-1-10-669000;-40 
0-1-10-671000;-38 
0-1-10-673000;-65 
0-1-10-675000;-28 
0-1-10-677000;29 
0-1-10-679000;75 
0-1-10-681000;99 
0-1-10-683000;101 
0-1-10-685000;29 
0-1-10-687000;-30 
0-1-10-689000;-61 
0-1-10-691000;-90 
0-1-10-693000;-66 
0-1-10-696000;-61 
0-1-10-698000;28 
0-1-10-702000;123 
0-1-10-704000;128 
0-1-10-706000;61 
0-1-10-708000;-10 
0-1-10-709000;-81 
0-1-10-711000;-107 
0-1-10-713000;-90 
0-1-10-715000;-49 
0-1-10-717000;24 
0-1-10-719000;45 
0-1-10-721000;145 
0-1-10-723000;117 
0-1-10-725000;99 
0-1-10-727000;20 
0-1-10-730000;-49 
0-1-10-732000;-49 
0-1-10-734000;-44 
0-1-10-736000;13 
0-1-10-738000;35 
0-1-10-740000;90 
0-1-10-742000;135 
0-1-10-744000;104 
0-1-10-746000;37 
0-1-10-748000;-3 
0-1-10-749000;-61 
0-1-10-751000;-78 
0-1-10-753000;-54 
0-1-10-755000;-27 
0-1-10-757000;29 
0-1-10-759000;88 
0-1-10-761000;124 
0-1-10-763000;149 
0-1-10-766000;62 
0-1-10-768000;3 
0-1-10-770000;-20 
0-1-10-772000;-54 
0-1-10-774000;-36 
0-1-10-776000;-27 
0-1-10-778000;43 
0-1-10-780000;104 
0-1-10-782000;146 
0-1-10-784000;125 
0-1-10-786000;77 
0-1-10-788000;15 
0-1-10-790000;-25 
0-1-10-791000;-33 
0-1-10-793000;-33 
0-1-10-795000;55 
0-1-10-797000;41 
0-1-10-800000;132 
0-1-10-802000;162 
0-1-10-804000;137 
0-1-10-806000;82 
0-1-10-816000;-1 
0-1-10-818000;55 
0-1-10-820000;128 
0-1-10-822000;127 
0-1-10-824000;137 
0-1-10-826000;57 
0-1-10-828000;25 
0-1-10-830000;-27 
0-1-10-832000;-43 
0-1-10-834000;-13 
0-1-10-836000;19 
0-1-10-838000;76 
0-1-10-840000;125 
0-1-10-842000;148 
0-1-10-844000;108 
0-1-10-846000;60 
0-1-10-848000;-11 
0-1-10-850000;-43 
0-1-10-852000;-58 
0-1-10-854000;-17 
0-1-10-856000;31 
0-1-10-858000;72 
0-1-10-860000;145 
0-1-10-862000;131 
0-1-10-864000;147 
0-1-10-866000;100 
0-1-10-869000;-6 
0-1-10-871000;-24 
0-1-10-873000;-44 
0-1-10-874000;6 
0-1-10-876000;6 
0-1-10-878000;71 
0-1-10-880000;118 
0-1-10-882000;127 
0-1-10-884000;103 
0-1-10-886000;64 
0-1-10-888000;-12 
0-1-10-890000;-43 
0-1-10-892000;-39 
0-1-10-894000;-40 
0-1-10-896000;-28 
0-1-10-898000;60 
0-1-10-900000;110 
0-1-10-903000;155 
0-1-10-905000;119 
0-1-10-907000;33 
0-1-10-909000;-1 
0-1-10-911000;-42 
0-1-10-913000;-11 
0-1-10-915000;-11 
0-1-10-916000;33 
0-1-10-918000;86 
0-1-10-920000;147 
0-1-10-922000;157 
0-1-10-924000;127 
0-1-10-926000;58 
0-1-10-928000;-4 
0-1-10-930000;-35 
0-1-10-932000;-3 
0-1-10-934000;-22 
0-1-10-936000;25 
0-1-10-939000;86 
0-1-10-941000;141 
0-1-10-943000;137 
0-1-10-945000;103 
0-1-10-947000;65 
0-1-10-949000;-30 
0-1-10-951000;-77 
0-1-10-953000;-66 
0-1-10-955000;-53 
0-1-10-957000;3 
0-1-10-958000;67 
0-1-10-960000;97 
0-1-10-962000;147 
0-1-10-964000;91 
0-1-10-966000;33 
0-1-10-968000;-30 
0-1-10-970000;-86 
0-1-10-973000;-92 
0-1-10-975000;-63 
0-1-10-977000;5 
0-1-10-979000;78 
0-1-10-981000;92 
0-1-10-983000;143 
0-1-10-985000;119 
0-1-10-987000;33 
0-1-10-989000;-24 
0-1-10-991000;-49 
0-1-10-993000;-52 
0-1-10-995000;-9 
0-1-10-997000;34 
0-1-10-999000;68 
0-1-11-000000;133 
0-1-11-002000;128 
0-1-11-004000;86 
0-1-11-007000;32 
0-1-11-009000;-35 
0-1-11-011000;-58 
0-1-11-013000;-28 
0-1-11-015000;-19 
0-1-11-027000;13 
0-1-11-029000;-27 
0-1-11-031000;-62 
0-1-11-033000;-53 
0-1-11-035000;-32 
0-1-11-037000;9 
0-1-11-039000;74 
0-1-11-041000;134 
0-1-11-043000;150 
0-1-11-045000;90 
0-1-11-047000;48 
0-1-11-049000;-5 
0-1-11-051000;-42 
0-1-11-053000;-50 
0-1-11-055000;-20 
0-1-11-057000;37 
0-1-11-059000;65 
0-1-11-061000;143 
0-1-11-063000;172 
0-1-11-065000;108 
0-1-11-067000;38 
0-1-11-069000;5 
0-1-11-071000;-8 
0-1-11-073000;-51 
0-1-11-076000;-35 
0-1-11-078000;21 
0-1-11-080000;66 
0-1-11-082000;103 
0-1-11-083000;51 
0-1-11-085000;4 
0-1-11-087000;-70 
0-1-11-089000;-158 
0-1-11-091000;-209 
0-1-11-093000;-196 
0-1-11-095000;-196 
0-1-11-097000;-123 
0-1-11-099000;-65 
0-1-11-101000;-51 
0-1-11-103000;-56 
0-1-11-105000;-52 
0-1-11-107000;-96 
0-1-11-110000;-132 
0-1-11-112000;-99 
0-1-11-114000;-40 
0-1-11-116000;13 
0-1-11-118000;98 
0-1-11-120000;147 
0-1-11-122000;224 
0-1-11-125000;149 
0-1-11-127000;89 
0-1-11-129000;17 
0-1-11-131000;-1 
0-1-11-133000;-10 
0-1-11-135000;62 
0-1-11-137000;91 
0-1-11-139000;143 
0-1-11-141000;201 
0-1-11-143000;214 
0-1-11-146000;146 
0-1-11-148000;75 
0-1-11-150000;-7 
0-1-11-152000;-1 
0-1-11-154000;-1 
0-1-11-156000;-5 
0-1-11-158000;24 
0-1-11-160000;119 
0-1-11-162000;190 
0-1-11-164000;179 
0-1-11-166000;123 
0-1-11-167000;65 
0-1-11-169000;3 
0-1-11-171000;-22 
0-1-11-173000;6 
0-1-11-175000;10 
0-1-11-177000;42 
0-1-11-180000;124 
0-1-11-182000;183 
0-1-11-184000;141 
0-1-11-186000;114 
0-1-11-188000;32 
0-1-11-190000;-25 
0-1-11-192000;-21 
0-1-11-194000;-7 
0-1-11-196000;2 
0-1-11-198000;84 
0-1-11-200000;111 
0-1-11-202000;156 
0-1-11-204000;134 
0-1-11-206000;85 
0-1-11-208000;3 
0-1-11-209000;-31 
0-1-11-211000;-47 
0-1-11-214000;-22 
0-1-11-216000;5 
0-1-11-218000;39 
0-1-11-220000;157 
0-1-11-222000;160 
0-1-11-224000;145 
0-1-11-226000;105 
0-1-11-228000;14 
0-1-11-240000;96 
0-1-11-242000;119 
0-1-11-244000;100 
0-1-11-246000;15 
0-1-11-249000;-39 
0-1-11-250000;-86 
0-1-11-252000;-86 
0-1-11-254000;-95 
0-1-11-256000;-24 
0-1-11-258000;66 
0-1-11-260000;124 
0-1-11-262000;146 
0-1-11-264000;148 
0-1-11-266000;89 
0-1-11-268000;-26 
0-1-11-270000;-77 
0-1-11-272000;-88 
0-1-11-274000;-58 
0-1-11-276000;-15 
0-1-11-278000;67 
0-1-11-280000;137 
0-1-11-283000;186 
0-1-11-285000;143 
0-1-11-287000;71 
0-1-11-289000;-55 
0-1-11-291000;-72 
0-1-11-292000;-75 
0-1-11-294000;-61 
0-1-11-296000;-59 
0-1-11-298000;-21 
0-1-11-300000;73 
0-1-11-302000;99 
0-1-11-304000;131 
0-1-11-306000;112 
0-1-11-308000;30 
0-1-11-310000;-56 
0-1-11-312000;-83 
0-1-11-314000;-90 
0-1-11-317000;-62 
0-1-11-319000;-3 
0-1-11-321000;84 
0-1-11-323000;137 
0-1-11-325000;146 
0-1-11-327000;62 
0-1-11-329000;-17 
0-1-11-331000;-51 
0-1-11-333000;-60 
0-1-11-334000;-56 
0-1-11-336000;15 
0-1-11-338000;113 
0-1-11-340000;189 
0-1-11-342000;178 
0-1-11-344000;148 
0-1-11-346000;81 
0-1-11-348000;8 
0-1-11-350000;-53 
0-1-11-353000;-95 
0-1-11-355000;-37 
0-1-11-357000;42 
0-1-11-359000;131 
0-1-11-361000;189 
0-1-11-363000;216 
0-1-11-365000;223 
0-1-11-367000;141 
0-1-11-369000;78 
0-1-11-371000;47 
0-1-11-373000;28 
0-1-11-374000;52 
0-1-11-376000;66 
0-1-11-378000;134 
0-1-11-380000;186 
0-1-11-382000;221 
0-1-11-384000;173 
0-1-11-387000;83 
0-1-11-389000;16 
0-1-11-391000;-48 
0-1-11-393000;-59 
0-1-11-395000;-9 
0-1-11-397000;88 
0-1-11-399000;162 
0-1-11-401000;214 
0-1-11-403000;235 
0-1-11-405000;225 
0-1-11-407000;121 
0-1-11-409000;32 
0-1-11-411000;-22 
0-1-11-413000;-6 
0-1-11-415000;27 
0-1-11-416000;88 
0-1-11-418000;176 
0-1-11-421000;217 
0-1-11-423000;207 
0-1-11-425000;163 
0-1-11-427000;72 
0-1-11-429000;14 
0-1-11-431000;-73 
0-1-11-433000;-73 
0-1-11-435000;-21 
0-1-11-437000;21 
0-1-11-439000;104 
0-1-11-451000;-21 
0-1-11-453000;-57 
0-1-11-456000;-6 
0-1-11-458000;42 
0-1-11-459000;124 
0-1-11-461000;206 
0-1-11-463000;256 
0-1-11-465000;157 
0-1-11-467000;59 
0-1-11-469000;-6 
0-1-11-471000;-66 
0-1-11-473000;-88 
0-1-11-475000;-29 
0-1-11-477000;38 
0-1-11-479000;78 
0-1-11-481000;142 
0-1-11-483000;123 
0-1-11-485000;93 
0-1-11-487000;16 
0-1-11-490000;-35 
0-1-11-492000;-92 
0-1-11-494000;-77 
0-1-11-496000;-77 
0-1-11-498000;-33 
0-1-11-499000;24 
0-1-11-501000;67 
0-1-11-503000;69 
0-1-11-505000;53 
0-1-11-507000;-12 
0-1-11-509000;-94 
0-1-11-511000;-142 
0-1-11-513000;-126 
0-1-11-515000;-95 
0-1-11-517000;-54 
0-1-11-519000;-11 
0-1-11-521000;43 
0-1-11-523000;57 
0-1-11-526000;31 
0-1-11-528000;-49 
0-1-11-530000;-154 
0-1-11-532000;-180 
0-1-11-534000;-161 
0-1-11-536000;-82 
0-1-11-538000;-50 
0-1-11-540000;13 
0-1-11-541000;73 
0-1-11-543000;100 
0-1-11-545000;55 
0-1-11-547000;-64 
0-1-11-551000;-189 
0-1-11-553000;-218 
0-1-11-555000;-104 
0-1-11-557000;-59 
0-1-11-560000;19 
0-1-11-562000;97 
0-1-11-564000;100 
0-1-11-566000;9 
0-1-11-568000;-91 
0-1-11-570000;-133 
0-1-11-572000;-139 
0-1-11-574000;-119 
0-1-11-576000;-78 
0-1-11-578000;12 
0-1-11-580000;125 
0-1-11-582000;191 
0-1-11-583000;121 
0-1-11-585000;47 
0-1-11-587000;-68 
0-1-11-589000;-143 
0-1-11-591000;-123 
0-1-11-594000;-88 
0-1-11-596000;-54 
0-1-11-598000;-5 
0-1-11-600000;59 
0-1-11-602000;107 
0-1-11-604000;105 
0-1-11-606000;21 
0-1-11-608000;-66 
0-1-11-610000;-109 
0-1-11-612000;-101 
0-1-11-614000;-104 
0-1-11-616000;-51 
0-1-11-618000;25 
0-1-11-620000;76 
0-1-11-622000;125 
0-1-11-624000;127 
0-1-11-625000;61 
0-1-11-628000;-57 
0-1-11-630000;-113 
0-1-11-632000;-109 
0-1-11-634000;-116 
0-1-11-636000;-52 
0-1-11-638000;44 
0-1-11-640000;158 
0-1-11-642000;175 
0-1-11-644000;163 
0-1-11-646000;75 
0-1-11-648000;-18 
0-1-11-650000;-82 
0-1-11-652000;-140 
0-1-11-665000;-60 
0-1-11-666000;-121 
0-1-11-668000;-217 
0-1-11-670000;-270 
0-1-11-672000;-317 
0-1-11-674000;-297 
0-1-11-676000;-214 
0-1-11-678000;-92 
0-1-11-680000;58 
0-1-11-682000;146 
0-1-11-684000;151 
0-1-11-686000;107 
0-1-11-688000;-6 
0-1-11-690000;-44 
0-1-11-692000;-77 
0-1-11-694000;-50 
0-1-11-697000;22 
0-1-11-699000;80 
0-1-11-701000;175 
0-1-11-703000;230 
0-1-11-705000;169 
0-1-11-707000;57 
0-1-11-708000;-24 
0-1-11-710000;-103 
0-1-11-712000;-166 
0-1-11-714000;-107 
0-1-11-716000;-52 
0-1-11-718000;41 
0-1-11-720000;156 
0-1-11-722000;212 
0-1-11-724000;184 
0-1-11-726000;71 
0-1-11-728000;-33 
0-1-11-730000;-105 
0-1-11-733000;-153 
0-1-11-735000;-138 
0-1-11-737000;-73 
0-1-11-739000;21 
0-1-11-741000;37 
0-1-11-743000;132 
0-1-11-745000;155 
0-1-11-747000;25 
0-1-11-749000;-98 
0-1-11-750000;-129 
0-1-11-752000;-189 
0-1-11-754000;-160 
0-1-11-756000;-84 
0-1-11-758000;-9 
0-1-11-760000;107 
0-1-11-762000;160 
0-1-11-764000;91 
0-1-11-767000;-3 
0-1-11-769000;-111 
0-1-11-771000;-173 
0-1-11-773000;-250 
0-1-11-775000;-204 
0-1-11-777000;-146 
0-1-11-779000;-45 
0-1-11-781000;55 
0-1-11-783000;83 
0-1-11-785000;42 
0-1-11-787000;-52 
0-1-11-789000;-168 
0-1-11-791000;-278 
0-1-11-792000;-299 
0-1-11-794000;-297 
0-1-11-796000;-208 
0-1-11-798000;-102 
0-1-11-801000;-23 
0-1-11-803000;41 
0-1-11-805000;-57 
0-1-11-807000;-167 
0-1-11-809000;-257 
0-1-11-811000;-343 
0-1-11-813000;-306 
0-1-11-815000;-266 
0-1-11-817000;-202 
0-1-11-819000;-106 
0-1-11-821000;27 
0-1-11-823000;40 
0-1-11-825000;-34 
0-1-11-827000;-98 
0-1-11-829000;-247 
0-1-11-831000;-327 
0-1-11-833000;-335 
0-1-11-835000;-296 
0-1-11-837000;-240 
0-1-11-839000;-110 
0-1-11-841000;-7 
0-1-11-843000;18 
0-1-11-845000;-12 
0-1-11-847000;-114 
0-1-11-849000;-234 
0-1-11-851000;-274 
0-1-11-853000;-287 
0-1-11-855000;-262 
0-1-11-857000;-198 
0-1-11-859000;-74 
0-1-11-861000;-7 
0-1-11-863000;13 
0-1-12-374000;-43 
0-1-12-375000;-26 
0-1-12-377000;71 
0-1-12-379000;146 
0-1-12-381000;220 
0-1-12-383000;232 
0-1-12-385000;178 
0-1-12-388000;25 
0-1-12-390000;-54 
0-1-12-392000;-133 
0-1-12-394000;-129 
0-1-12-396000;-26 
0-1-12-398000;47 
0-1-12-400000;155 
0-1-12-402000;228 
0-1-12-404000;200 
0-1-12-406000;134 
0-1-12-408000;30 
0-1-12-410000;-73 
0-1-12-412000;-106 
0-1-12-414000;-128 
0-1-12-416000;-82 
0-1-12-417000;27 
0-1-12-419000;133 
0-1-12-422000;216 
0-1-12-424000;225 
0-1-12-426000;116 
0-1-12-428000;2 
0-1-12-430000;-79 
0-1-12-432000;-130 
0-1-12-434000;-133 
0-1-12-436000;-90 
0-1-12-438000;-19 
0-1-12-440000;101 
0-1-12-442000;220 
0-1-12-444000;164 
0-1-12-446000;100 
0-1-12-448000;-24 
0-1-12-450000;-83 
0-1-12-452000;-126 
0-1-12-454000;-164 
0-1-12-457000;-93 
0-1-12-458000;-9 
0-1-12-460000;93 
0-1-12-462000;202 
0-1-12-464000;137 
0-1-12-466000;92 
0-1-12-468000;-12 
0-1-12-470000;-79 
0-1-12-472000;-136 
0-1-12-476000;-66 
0-1-12-478000;22 
0-1-12-480000;109 
0-1-12-482000;162 
0-1-12-484000;165 
0-1-12-486000;89 
0-1-12-488000;14 
0-1-12-491000;-103 
0-1-12-493000;-123 
0-1-12-495000;-143 
0-1-12-497000;-78 
0-1-12-499000;-2 
0-1-12-500000;116 
0-1-12-502000;199 
0-1-12-504000;167 
0-1-12-506000;90 
0-1-12-508000;-31 
0-1-12-510000;-126 
0-1-12-512000;-172 
0-1-12-514000;-159 
0-1-12-516000;-74 
0-1-12-518000;-6 
0-1-12-520000;131 
0-1-12-522000;173 
0-1-12-524000;171 
0-1-12-527000;119 
0-1-12-529000;-39 
0-1-12-531000;-105 
0-1-12-533000;-182 
0-1-12-535000;-169 
0-1-12-537000;-134 
0-1-12-539000;-12 
0-1-12-541000;125 
0-1-12-542000;177 
0-1-12-544000;110 
0-1-12-546000;52 
0-1-12-548000;-23 
0-1-12-550000;-118 
0-1-12-552000;-176 
0-1-12-554000;-138 
0-1-12-556000;-70 
0-1-12-558000;8 
0-1-12-561000;151 
0-1-12-563000;235 
0-1-12-565000;158 
0-1-12-567000;94 
0-1-12-569000;-14 
0-1-12-571000;-116 
0-1-12-573000;-141 
0-1-12-575000;-126 
0-1-13-338000;-120 
0-1-13-340000;-15 
0-1-13-342000;84 
0-1-13-344000;108 
0-1-13-346000;58 
0-1-13-348000;-29 
0-1-13-350000;-80 
0-1-13-352000;-83 
0-1-13-355000;-72 
0-1-13-357000;40 
0-1-13-359000;92 
0-1-13-361000;207 
0-1-13-363000;283 
0-1-13-365000;260 
0-1-13-367000;170 
0-1-13-369000;16 
0-1-13-371000;-48 
0-1-13-373000;-96 
0-1-13-374000;-104 
0-1-13-376000;-49 
